safe_instance_id,past_tense_verb_rate,sentiment_pos,sentiment_neg,sentiment_neu,sentiment_compound,pov_first_rate,pov_second_rate,pov_third_rate,pov_dominant,concreteness_mean,concreteness_coverage,temporal_mention_rate,temporal_mention_count
inst_dee37c939ae2f9ee_211,0.04918,0.103,0.0,0.897,0.636,0.098361,0.0,0.04918,first,2.6428,1.0,0.0,0
inst_25103abc5b669422_212,0.044444,0.068,0.172,0.761,-0.7118,0.022222,0.0,0.022222,first,3.56,1.0,0.022222,1
inst_874f6ba0aa0e72b9_213,0.0,0.283,0.0,0.717,0.891,0.0,0.0,0.08,third,3.3244,0.9474,0.0,0
inst_e04da75885f7c5b0_214,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,none,4.155,1.0,0.1,1
inst_c0f329a464d90663_215,0.0,0.0,0.0,1.0,0.0,0.029412,0.0,0.014706,first,3.0057,0.92,0.014706,1
inst_db83299fb8872a8c_216,0.0875,0.125,0.0,0.875,0.765,0.0,0.0,0.0375,third,3.3229,1.0,0.0375,3
inst_38234b5bb3cdb453_217,0.022989,0.153,0.0,0.847,0.91,0.0,0.0,0.034483,third,3.0762,0.8667,0.0,0
inst_5fcae015b0d5a449_218,0.019231,0.069,0.0,0.931,0.4389,0.0,0.0,0.096154,third,2.9479,1.0,0.019231,1
inst_a86104570d6bbe2c_219,0.025641,0.18,0.018,0.802,0.8988,0.051282,0.012821,0.025641,first,2.8219,1.0,0.0,0
inst_437fe75016be7908_220,0.0,0.024,0.138,0.838,-0.7269,0.0,0.0,0.016949,third,2.3414,0.9667,0.016949,1
inst_64c54af987cfaf7e_221,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,none,3.6041,0.7857,0.058824,5
inst_c522801239b578d6_222,0.0,0.209,0.0,0.791,0.8771,0.033898,0.016949,0.016949,first,2.4827,0.8824,0.0,0
inst_905dd9283c0d00fd_223,0.025,0.0,0.0,1.0,0.0,0.0125,0.0125,0.0125,first,3.9764,0.9706,0.0,0
inst_6c503c5f86a22a07_224,0.111111,0.049,0.026,0.925,0.3291,0.063492,0.0,0.047619,first,3.2896,1.0,0.031746,2
inst_239d9d1939c7c6c0_225,0.029851,0.263,0.0,0.737,0.9485,0.0,0.0,0.044776,third,2.8797,1.0,0.0,0
inst_841f63ed8bba6227_226,0.057471,0.144,0.176,0.681,-0.4664,0.0,0.0,0.057471,third,2.6575,0.9655,0.0,0
inst_e5ac96d9ef0c48e6_227,0.071429,0.0,0.046,0.954,-0.2263,0.035714,0.017857,0.0,first,3.4995,0.9524,0.0,0
inst_6113d0f7a648118f_228,0.04902,0.084,0.0,0.916,0.7506,0.0,0.0,0.019608,third,3.253,1.0,0.029412,3
inst_441b413421c9465d_229,0.012987,0.098,0.093,0.809,0.1027,0.051948,0.012987,0.038961,first,2.6159,1.0,0.025974,2
inst_a2b5eb983a4df54e_230,0.076271,0.083,0.117,0.8,-0.4404,0.0,0.0,0.025424,third,3.1384,0.9556,0.0,0
inst_a01ea4f16d88a038_231,0.052632,0.079,0.058,0.863,0.4678,0.052632,0.0,0.087719,third,2.9795,0.9565,0.0,0
inst_b6652147b2da9cf3_232,0.0,0.066,0.08,0.854,-0.1531,0.061224,0.020408,0.040816,first,3.1837,0.9412,0.0,0
inst_e1a49843566d6248_233,0.018868,0.178,0.135,0.687,0.2972,0.056604,0.037736,0.018868,first,2.3618,0.9444,0.018868,1
inst_c7f8cc093ab9fd44_234,0.075,0.117,0.095,0.787,0.4215,0.0,0.0,0.0125,third,2.5757,0.9091,0.0,0
inst_429de88dc4467b7b_235,0.044248,0.052,0.207,0.741,-0.9633,0.0,0.0,0.035398,third,3.2197,0.9444,0.017699,2
inst_594dd1b5bea60612_236,0.0,0.0,0.058,0.942,-0.296,0.0,0.0,0.0,none,2.36,0.25,0.046875,3
inst_4c8eabde628020e4_237,0.01875,0.065,0.0,0.935,0.8442,0.01875,0.0,0.00625,first,3.0993,0.8438,0.025,4
inst_6e13d16ffe1210ec_238,0.023529,0.034,0.023,0.944,0.1901,0.023529,0.023529,0.023529,first,3.1776,0.8788,0.0,0
inst_ae1752df5ea64140_239,0.03125,0.046,0.0,0.954,0.3182,0.03125,0.0,0.015625,first,3.5643,1.0,0.03125,2
inst_07fe56ae8b3bc671_240,0.0,0.0,0.0,1.0,0.0,0.0,0.083333,0.0,second,2.405,1.0,0.0,0
inst_10a9263d1eac37ef_241,0.030769,0.113,0.0,0.887,0.765,0.030769,0.0,0.030769,first,3.341,0.9524,0.015385,1
inst_e9d9232c3aa4ed6c_242,0.022472,0.185,0.0,0.815,0.9231,0.033708,0.0,0.0,first,3.3539,0.9583,0.033708,3
inst_baedcbea9c5ce46a_243,0.096774,0.044,0.0,0.956,0.3818,0.0,0.0,0.064516,third,3.0511,0.8485,0.0,0
inst_9c5bc9bc8ed500c1_244,0.010638,0.168,0.0,0.832,0.9287,0.0,0.010638,0.021277,third,3.3621,0.9655,0.021277,2
inst_fec9fec372e92309_245,0.116279,0.065,0.076,0.859,-0.1078,0.023256,0.0,0.023256,first,3.1065,0.9444,0.0,0
inst_215a42a9a2206747_246,0.042254,0.146,0.044,0.809,0.7532,0.014085,0.0,0.014085,first,3.5982,1.0,0.028169,2
inst_73495e45e620d42c_247,0.042857,0.151,0.0,0.849,0.8362,0.071429,0.0,0.014286,first,3.0556,1.0,0.0,0
inst_bb6d6483df4d8e73_248,0.079365,0.067,0.0,0.933,0.5994,0.031746,0.0,0.095238,third,3.8712,1.0,0.0,0
inst_cbd4ab6b16e87425_249,0.036364,0.126,0.052,0.822,0.4497,0.0,0.0,0.090909,third,2.9876,1.0,0.036364,2
inst_3b4a0b40e1e8a528_250,0.083333,0.0,0.125,0.875,-0.6808,0.016667,0.0,0.0,first,2.9493,0.9375,0.0,0
inst_df6d53f7a3058e86_251,0.042553,0.019,0.138,0.844,-0.8793,0.0,0.0,0.095745,third,3.2055,0.9706,0.031915,3
inst_110a133eba76a4ff_252,0.027778,0.097,0.067,0.836,0.4215,0.0,0.0,0.013889,third,3.018,0.9375,0.027778,2
inst_023724015e2be3b9_253,0.04918,0.209,0.0,0.791,0.9017,0.065574,0.0,0.0,first,3.1623,1.0,0.0,0
inst_8ade2b0bf8d08377_254,0.069444,0.2,0.07,0.73,0.8494,0.041667,0.013889,0.083333,third,2.6735,1.0,0.013889,1
inst_4d170868672e1622_255,0.074627,0.022,0.138,0.84,-0.8074,0.0,0.0,0.029851,third,3.1709,1.0,0.029851,2
inst_0119b35b69835eeb_256,0.084507,0.199,0.088,0.713,0.8185,0.0,0.014085,0.028169,third,3.1429,0.9655,0.0,0
inst_18616d22591a9492_257,0.035714,0.174,0.126,0.701,0.5859,0.035714,0.0,0.089286,third,3.275,1.0,0.017857,1
inst_04e949d8374f50db_258,0.136842,0.092,0.07,0.837,0.1972,0.094737,0.0,0.042105,first,2.6767,0.9375,0.0,0
inst_5a19d0099f0c3f3a_259,0.0,0.027,0.054,0.92,-0.2732,0.0,0.0,0.044444,third,2.6723,0.9211,0.0,0
inst_e27afc135859771f_260,0.022727,0.0,0.0,1.0,0.0,0.0,0.0,0.045455,third,3.5657,1.0,0.022727,1
inst_e25c4ff786cd2f85_261,0.0,0.208,0.076,0.716,0.8481,0.035294,0.070588,0.011765,second,2.7379,1.0,0.0,0
inst_c36f837c4f7f4e48_262,0.0625,0.023,0.105,0.872,-0.6124,0.0,0.0,0.025,third,3.1957,0.9459,0.05,4
inst_7223e194ee8bfed5_263,0.061224,0.167,0.0,0.833,0.8326,0.040816,0.040816,0.061224,third,3.1865,0.8947,0.040816,2
inst_720e6de1517ba660_264,0.071429,0.091,0.0,0.909,0.5859,0.053571,0.0,0.0,first,2.86,0.96,0.0,0
inst_0382369c813eb14d_265,0.017544,0.034,0.088,0.879,-0.4767,0.0,0.0,0.017544,third,3.6121,1.0,0.017544,1
inst_5024072dfddf4553_266,0.047619,0.0,0.11,0.89,-0.743,0.0,0.0,0.015873,third,3.3733,0.9231,0.079365,5
inst_066ee3eff531fb88_267,0.09434,0.237,0.0,0.763,0.9081,0.132075,0.0,0.037736,first,2.743,1.0,0.0,0
inst_7e16cdae8f250537_268,0.050847,0.17,0.062,0.769,0.6187,0.016949,0.033898,0.033898,second,2.2077,0.88,0.016949,1
inst_18cc7719f8dc0617_269,0.0625,0.246,0.0,0.754,0.9559,0.0,0.0,0.025,third,3.2765,0.9737,0.0375,3
inst_5853aeb84e876e8f_270,0.066667,0.099,0.089,0.811,0.1779,0.005556,0.011111,0.022222,third,2.8657,1.0,0.011111,2
inst_256b9038b6e4094b_271,0.0,0.206,0.039,0.755,0.872,0.102941,0.0,0.0,first,2.7826,1.0,0.0,0
inst_6edaaa1fbe5a941f_272,0.090164,0.069,0.035,0.896,0.1184,0.0,0.0,0.057377,third,3.2185,0.9714,0.008197,1
inst_763b61e83c9d3f37_273,0.068493,0.093,0.067,0.84,0.2023,0.0,0.0,0.164384,third,3.4374,1.0,0.013699,1
inst_916824553001c55d_274,0.039216,0.106,0.0,0.894,0.6124,0.0,0.0,0.117647,third,3.2182,0.9444,0.039216,2
inst_930bc2e102089d7b_275,0.066667,0.069,0.069,0.862,-0.2425,0.0,0.0,0.026667,third,3.4758,0.963,0.026667,2
inst_f4e3409a4a875245_276,0.053333,0.093,0.0,0.907,0.6801,0.0,0.0,0.026667,third,3.0481,1.0,0.026667,2
inst_e6072a285d0743bc_277,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,none,,,0.0,0
inst_5a2de0ed8b69fbf6_278,0.018868,0.046,0.271,0.683,-0.9042,0.0,0.037736,0.0,second,2.7445,0.9167,0.0,0
inst_b20d2541c084fc6b_279,0.078947,0.128,0.0,0.872,0.8225,0.078947,0.0,0.039474,first,2.8773,0.9677,0.013158,1
inst_1f7a5d1a07c00552_280,0.06,0.108,0.0,0.892,0.6369,0.0,0.0,0.08,third,3.2086,1.0,0.02,1
inst_c2cc4ae8af7e48a4_281,0.067961,0.109,0.032,0.859,0.6808,0.087379,0.0,0.009709,first,2.91,0.9714,0.0,0
inst_e283f3fb76c85f33_282,0.054545,0.386,0.034,0.58,0.9732,0.0,0.0,0.018182,third,2.9173,1.0,0.0,0
inst_99cc92f363b15d80_283,0.032787,0.0,0.061,0.939,-0.4215,0.032787,0.016393,0.0,first,3.8039,0.9583,0.0,0
inst_fe530bf9561cfe6e_284,0.029851,0.216,0.0,0.784,0.9062,0.0,0.0,0.0,none,2.8609,0.92,0.044776,3
inst_16477da9ddd2902a_285,0.117647,0.174,0.0,0.826,0.8519,0.0,0.0,0.039216,third,3.5861,1.0,0.0,0
inst_796ba40c2060f562_286,0.072464,0.054,0.047,0.899,0.1189,0.014493,0.0,0.014493,first,3.5762,1.0,0.028986,2
inst_2e4337556e87c1bb_287,0.071429,0.0,0.066,0.934,-0.4795,0.017857,0.0,0.071429,third,3.1211,1.0,0.017857,1
inst_571c768744aa97c6_288,0.04386,0.112,0.011,0.878,0.8885,0.04386,0.008772,0.008772,first,2.9227,1.0,0.0,0
inst_46119d38c47e8014_289,0.035714,0.0,0.0,1.0,0.0,0.017857,0.0,0.035714,third,3.088,0.9375,0.017857,1
inst_ba5cbaf3a2ce0365_290,0.077922,0.049,0.082,0.869,-0.296,0.0,0.0,0.0,none,3.3654,0.9655,0.025974,2
inst_029d8959e57bb18f_291,0.0625,0.2,0.042,0.758,0.9313,0.010417,0.0,0.020833,third,3.0874,0.9767,0.0,0
inst_72c4294c24499fd2_292,0.029412,0.133,0.022,0.845,0.8225,0.0,0.0,0.014706,third,3.3233,1.0,0.014706,1
inst_dd456f6701e10ab3_293,0.026178,0.138,0.136,0.726,0.0772,0.0,0.0,0.0,none,3.1786,0.6286,0.020942,4
inst_566c0e9b788bc56a_294,0.0,0.226,0.0,0.774,0.8811,0.106383,0.0,0.021277,first,3.1946,0.9286,0.021277,1
inst_6860b63ef9a27f75_295,0.0625,0.0,0.13,0.87,-0.6597,0.041667,0.0,0.0,first,2.886,0.9524,0.0,0
inst_01c8a6fc7e0214c9_296,0.061644,0.15,0.041,0.809,0.9382,0.041096,0.020548,0.068493,third,2.6576,0.8923,0.0,0
inst_5f6adc39a447d5e6_297,0.0,0.116,0.133,0.751,-0.3878,0.0,0.0,0.01087,third,3.0908,1.0,0.021739,2
inst_74902e755a715ea2_298,0.0,0.091,0.225,0.685,-0.9169,0.022472,0.0,0.011236,first,2.7695,1.0,0.0,0
inst_d6da0c26127bfd12_299,0.084337,0.044,0.0,0.956,0.5367,0.072289,0.0,0.012048,first,2.861,0.9394,0.0,0
inst_f03dc0791c2d4916_300,0.039474,0.052,0.105,0.843,-0.3818,0.0,0.0,0.0,none,3.6012,0.9615,0.013158,1
inst_96b6329a30ee398f_301,0.014085,0.0,0.164,0.836,-0.9081,0.0,0.0,0.014085,third,3.3596,0.9,0.0,0
inst_8b0fccac3d347995_302,0.065574,0.048,0.117,0.835,-0.6025,0.04918,0.0,0.016393,first,3.2714,1.0,0.016393,1
inst_fd41256d12183651_303,0.113636,0.215,0.027,0.758,0.9311,0.102273,0.011364,0.034091,first,3.2,0.9737,0.022727,2
inst_56ec4afd774dd854_304,0.06383,0.064,0.156,0.78,-0.5994,0.148936,0.0,0.042553,first,3.1058,0.95,0.021277,1
inst_6109d59cffce2aab_305,0.030769,0.113,0.042,0.845,0.5719,0.0,0.0,0.0,none,2.762,0.9091,0.046154,3
inst_2fc9b178125bc67f_306,0.04,0.05,0.0,0.95,0.2732,0.0,0.0,0.06,third,2.9042,1.0,0.06,3
inst_446b36f63314c889_307,0.079365,0.0,0.171,0.829,-0.8655,0.0,0.0,0.031746,third,3.5435,0.963,0.0,0
inst_8b651a45d12f8269_308,0.037037,0.0,0.0,1.0,0.0,0.012346,0.0,0.098765,third,3.5158,1.0,0.012346,1
inst_516bd5e713df7d94_309,0.027778,0.059,0.086,0.856,-0.1779,0.0,0.0,0.027778,third,3.05,0.9167,0.111111,8
inst_53e853eea652cd33_310,0.078431,0.133,0.131,0.737,0.2732,0.078431,0.0,0.039216,first,2.9138,0.913,0.0,0
inst_be120c20db0fed54_311,0.02439,0.053,0.051,0.896,0.024,0.012195,0.036585,0.060976,third,3.2811,1.0,0.012195,1
inst_97a7c3515a7e2fc1_312,0.086207,0.189,0.043,0.768,0.7808,0.034483,0.017241,0.051724,third,2.97,1.0,0.0,0
inst_091ebdc8a52ae47c_313,0.070866,0.096,0.0,0.904,0.8442,0.0,0.015748,0.015748,second,2.8459,0.8627,0.015748,2
inst_8f604ad174d7b388_314,0.065217,0.177,0.047,0.776,0.8815,0.097826,0.01087,0.054348,first,2.8277,0.9459,0.0,0
inst_7b55c253b9e2fadb_315,0.081395,0.0,0.0,1.0,0.0,0.0,0.0,0.046512,third,3.465,1.0,0.011628,1
inst_b1da0879018984ae_316,0.048387,0.037,0.067,0.896,-0.3612,0.032258,0.0,0.016129,first,3.3438,1.0,0.032258,2
inst_8d8cac395805dd0a_317,0.090909,0.0,0.216,0.784,-0.8748,0.0,0.0,0.054545,third,3.5804,1.0,0.0,0
inst_6868b94757dc27a0_318,0.115385,0.288,0.0,0.712,0.9547,0.038462,0.0,0.038462,first,3.0714,1.0,0.0,0
inst_d00b1aed3a79bcaa_319,0.04878,0.1,0.046,0.855,0.4391,0.02439,0.0,0.02439,first,3.1382,0.9167,0.0,0
inst_3c8b470f29e5b69b_320,0.12766,0.031,0.0,0.969,0.3182,0.021277,0.0,0.053191,third,3.1734,1.0,0.0,0
inst_52253f0612032f5e_321,0.098361,0.088,0.036,0.876,0.4215,0.04918,0.0,0.04918,first,2.9075,1.0,0.032787,2
inst_3323caebbab384dd_322,0.090909,0.0,0.152,0.848,-0.8793,0.051948,0.0,0.116883,third,2.8919,0.9688,0.012987,1
inst_1ee79704c47d231b_323,0.0,0.0,0.03,0.97,-0.296,0.014815,0.007407,0.014815,first,4.3263,0.9672,0.0,0
inst_cad75245171ef28c_324,0.066667,0.134,0.0,0.866,0.8398,0.04,0.013333,0.08,third,3.0965,1.0,0.013333,1
inst_76f7963e393b4449_325,0.046875,0.136,0.0,0.864,0.9403,0.046875,0.007812,0.054688,third,3.0644,0.9643,0.007812,1
inst_72d9bdcb8ce43aa6_326,0.047619,0.187,0.0,0.813,0.8955,0.0,0.0,0.047619,third,3.3596,0.9615,0.0,0
inst_b6112ab664a302f8_327,0.0625,0.2,0.0,0.8,0.9595,0.008929,0.0,0.044643,third,2.9277,0.9792,0.008929,1
inst_b557788bca2dc7de_328,0.02,0.0,0.052,0.948,-0.2732,0.04,0.0,0.02,first,3.283,1.0,0.02,1
inst_c0294f5ca1e76165_329,0.0,0.189,0.0,0.811,0.5647,0.064516,0.0,0.129032,third,2.4691,1.0,0.0,0
inst_006db69e90bf55fc_330,0.1,0.056,0.033,0.911,0.2714,0.02,0.0,0.02,first,3.4176,0.9545,0.0,0
inst_db820b96a1d021f2_331,0.09434,0.188,0.095,0.717,0.7003,0.09434,0.0,0.0,first,3.2433,1.0,0.018868,1
inst_164b43faa30028ba_332,0.093023,0.0,0.275,0.725,-0.9106,0.023256,0.0,0.046512,third,3.9024,0.9444,0.023256,1
inst_79bec65f81e12e4b_333,0.04878,0.073,0.169,0.758,-0.7717,0.073171,0.0,0.02439,first,2.9872,1.0,0.0,0
inst_21887c14ec3f0c06_334,0.014706,0.253,0.172,0.575,0.273,0.014706,0.0,0.044118,third,2.7012,1.0,0.0,0
inst_9570819fd0a762c7_335,0.071429,0.225,0.0,0.775,0.9325,0.057143,0.0,0.014286,first,2.8473,0.963,0.014286,1
inst_f68c063159117577_336,0.076923,0.089,0.0,0.911,0.7096,0.076923,0.0,0.021978,first,3.5834,0.9143,0.0,0
inst_23c1f49e745dba3b_337,0.068493,0.032,0.242,0.726,-0.9382,0.0,0.0,0.068493,third,3.503,0.9706,0.027397,2
inst_dada136543a76550_338,0.107843,0.136,0.032,0.832,0.8462,0.058824,0.0,0.058824,first,3.3169,0.9474,0.019608,2
inst_7118e93f880d2788_339,0.065217,0.0,0.0,1.0,0.0,0.021739,0.0,0.021739,first,2.9777,0.9286,0.021739,1
inst_7cad82d9b5774bbf_340,0.044643,0.075,0.103,0.823,-0.4404,0.035714,0.0,0.107143,third,2.9285,1.0,0.017857,2
inst_8960084d6ce8b2ae_341,0.020408,0.223,0.018,0.759,0.9666,0.0,0.0,0.020408,third,2.9626,1.0,0.040816,4
inst_1141639c7ece7398_342,0.090909,0.11,0.055,0.835,0.4005,0.0,0.0,0.0,none,2.4579,0.8235,0.0,0
inst_cedf8b293713e0fc_343,0.0,0.0,0.0,1.0,0.0,0.0125,0.0875,0.0,second,2.915,0.9697,0.0,0
inst_914f0e14c64e6c76_344,0.04,0.191,0.0,0.809,0.9753,0.0,0.0,0.046667,third,3.3379,1.0,0.006667,1
inst_25734d436efa7bc8_345,0.0,0.0,0.075,0.925,-0.296,0.028571,0.0,0.0,first,3.485,0.1429,0.0,0
inst_310ccdda9e08b0f0_346,0.033898,0.137,0.098,0.765,0.3331,0.050847,0.0,0.033898,first,2.6572,0.9615,0.0,0
inst_062cc9f1597e5117_347,0.086207,0.233,0.081,0.686,0.8709,0.086207,0.0,0.017241,first,3.3616,0.95,0.0,0
inst_b10c4dc872113484_348,0.019231,0.033,0.454,0.513,-0.9779,0.019231,0.0,0.019231,first,3.3761,0.9,0.0,0
inst_9f3b88e4b470775c_349,0.038462,0.095,0.041,0.864,0.5267,0.134615,0.0,0.019231,first,3.7611,0.95,0.019231,1
inst_c8fe0f4912cc28d3_350,0.094595,0.038,0.03,0.932,0.1531,0.0,0.0,0.054054,third,3.4896,0.9583,0.027027,2
inst_a4434575813c8e3a_351,0.0,0.054,0.0,0.946,0.34,0.0,0.0,0.0,none,3.4617,0.9677,0.0,0
inst_add13236cee51ed4_352,0.020408,0.0,0.06,0.94,-0.3491,0.040816,0.0,0.040816,first,3.0823,0.8667,0.0,0
inst_9e8952f777e7b8a9_353,0.074074,0.078,0.0,0.922,0.4019,0.0,0.0,0.018519,third,2.986,1.0,0.055556,3
inst_2436686f2c3c1c7f_354,0.033333,0.02,0.025,0.954,-0.1007,0.0,0.0,0.033333,third,3.6479,0.9429,0.022222,2
inst_5bcf226326a0a20d_355,0.018182,0.21,0.0,0.79,0.8818,0.0,0.018182,0.054545,third,3.3527,1.0,0.036364,2
inst_4b89a80f09f8ba9b_356,0.0,0.071,0.0,0.929,0.5994,0.012195,0.0,0.0,first,3.0111,0.4737,0.04878,4
inst_aede333ad2e0d5b5_357,0.054054,0.084,0.081,0.836,-0.1984,0.094595,0.0,0.027027,first,3.0161,1.0,0.040541,3
inst_eabd742850ab2d16_358,0.052632,0.043,0.024,0.933,0.1382,0.031579,0.0,0.021053,first,3.0439,0.8462,0.0,0
inst_7a821431d12c925a_359,0.042553,0.093,0.0,0.907,0.4926,0.106383,0.021277,0.021277,first,2.7429,1.0,0.0,0
inst_e854f035ae19de34_360,0.0,0.134,0.077,0.79,0.6079,0.018182,0.018182,0.0,first,2.6482,0.88,0.0,0
inst_32da76663c988ebe_361,0.042254,0.16,0.034,0.806,0.7783,0.0,0.0,0.028169,third,3.119,0.913,0.042254,3
inst_0af2ddad4cb1b5f1_362,0.046875,0.086,0.0,0.914,0.659,0.0,0.0,0.078125,third,3.2127,0.9375,0.046875,3
inst_9f5fa4986b73f415_363,0.066667,0.0,0.202,0.798,-0.8977,0.016667,0.0,0.066667,third,3.2955,0.9565,0.016667,1
inst_0a3c7ab448c695ff_364,0.067416,0.037,0.0,0.963,0.4466,0.022472,0.0,0.044944,third,2.9806,1.0,0.022472,2
inst_dda7716c69225a93_365,0.019608,0.0,0.0,1.0,0.0,0.0,0.0,0.0,none,3.5386,0.913,0.0,0
inst_277fb6dfddeb54ce_366,0.088235,0.04,0.135,0.825,-0.8074,0.0,0.0,0.014706,third,3.2273,1.0,0.044118,3
inst_eeedca89be84c9a9_367,0.080645,0.072,0.0,0.928,0.4404,0.032258,0.0,0.032258,first,3.1067,1.0,0.0,0
inst_356402f1ca3433b3_368,0.068966,0.0,0.0,1.0,0.0,0.068966,0.017241,0.017241,first,3.4026,1.0,0.017241,1
inst_357b40e34c8d3099_369,0.057692,0.174,0.0,0.826,0.8437,0.0,0.0,0.0,none,3.3467,0.9474,0.0,0
inst_a96e5c9dee5613e1_370,0.080645,0.062,0.0,0.938,0.4939,0.112903,0.0,0.048387,first,2.9265,1.0,0.032258,2
inst_84b08b8d754c13ff_371,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.057692,third,2.9576,0.913,0.0,0
inst_c496503179f6ca55_372,0.098039,0.0,0.121,0.879,-0.6876,0.098039,0.0,0.039216,first,3.3841,0.9444,0.0,0
inst_b505e699fe66c87d_373,0.064103,0.078,0.036,0.886,0.4215,0.0,0.0,0.051282,third,2.3847,0.9677,0.0,0
inst_4c214c332454caac_374,0.018868,0.201,0.0,0.799,0.8767,0.037736,0.018868,0.018868,first,3.3404,0.9615,0.0,0
inst_54f96e97a7bc8b7f_375,0.0,0.156,0.0,0.844,0.8591,0.0,0.0,0.074627,third,3.4284,1.0,0.0,0
inst_80b1505dedb2910a_376,0.038462,0.129,0.113,0.758,0.2023,0.019231,0.038462,0.038462,second,2.3853,0.9444,0.0,0
inst_7d6c4b370935a59b_377,0.0,0.162,0.0,0.838,0.7325,0.020833,0.0,0.0625,third,2.612,1.0,0.0,0
inst_eef0b772b6fb2079_378,0.053333,0.047,0.047,0.906,0.0,0.04,0.0,0.0,first,3.0447,1.0,0.013333,1
inst_9d5816403e03da7e_379,0.030769,0.0,0.054,0.946,-0.4939,0.0,0.015385,0.107692,third,3.2835,0.9444,0.015385,1
inst_9359f780e9c6f8d9_380,0.030303,0.259,0.0,0.741,0.9477,0.0,0.030303,0.0,second,2.563,1.0,0.015152,1
inst_dc749cadc7b00409_381,0.0,0.032,0.0,0.968,0.0516,0.0,0.0,0.0,none,4.011,1.0,0.0,0
inst_a57a0bfc8c2e476a_382,0.0,0.233,0.044,0.723,0.9472,0.012821,0.025641,0.038462,third,2.8255,0.8919,0.0,0
inst_ec2cf0e49fe8fd4e_383,0.018868,0.0,0.105,0.895,-0.5688,0.132075,0.0,0.0,first,3.1565,0.9524,0.018868,1
inst_ccf7264859cef62b_384,0.074627,0.128,0.0,0.872,0.8002,0.059701,0.0,0.014925,first,3.6022,0.92,0.0,0
inst_842c0b8b2c16c85a_385,0.016129,0.039,0.099,0.862,-0.4767,0.080645,0.0,0.0,first,3.3142,0.963,0.016129,1
inst_2f230eb8da13495b_386,0.039474,0.0,0.0,1.0,0.0,0.0,0.0,0.065789,third,3.5993,0.9643,0.0,0
inst_2eaccd43390b1c72_387,0.112903,0.104,0.088,0.807,0.2363,0.048387,0.0,0.096774,third,3.3042,1.0,0.0,0
inst_9c8c10ca5f50be6d_388,0.072289,0.0,0.069,0.931,-0.6187,0.0,0.0,0.0,none,3.1681,0.9474,0.0,0
inst_582a3cb5b225c677_389,0.105263,0.144,0.042,0.815,0.7096,0.0,0.0,0.017544,third,3.2494,0.9697,0.017544,1
inst_f0cdf881a9b7211e_390,0.047619,0.285,0.0,0.715,0.9569,0.063492,0.047619,0.031746,first,3.0225,0.9231,0.015873,1
inst_6be67894686fb3a5_391,0.064516,0.16,0.081,0.759,0.7096,0.0,0.0,0.048387,third,3.3462,1.0,0.16129,10
inst_ab7fb51856f0cb35_392,0.037975,0.296,0.045,0.659,0.9715,0.037975,0.0,0.025316,first,2.9628,1.0,0.0,0
inst_c470c7f2d21f2d13_393,0.0,0.0,0.229,0.771,-0.8658,0.0,0.0,0.125,third,3.6859,1.0,0.020833,1
inst_181f886349bae4e4_394,0.109375,0.0,0.135,0.865,-0.7964,0.0,0.0,0.0,none,3.4429,0.96,0.046875,3
inst_c41a5b1d03e93946_395,0.038462,0.219,0.0,0.781,0.68,0.076923,0.0,0.0,first,3.221,0.9091,0.038462,1
inst_fef89c792cc3d268_396,0.018868,0.293,0.0,0.707,0.938,0.056604,0.0,0.037736,first,2.295,0.9412,0.0,0
inst_2a26207558e3c659_397,0.089286,0.067,0.059,0.874,0.1027,0.017857,0.0,0.017857,first,3.2394,0.8947,0.035714,2
inst_bd8079bceec29a95_398,0.019231,0.148,0.032,0.82,0.6072,0.076923,0.019231,0.057692,first,2.6594,0.9444,0.0,0
inst_42ee6e32571de9f4_399,0.090909,0.105,0.096,0.8,0.1215,0.036364,0.036364,0.145455,third,2.6332,1.0,0.0,0
inst_76a46b75d189d2de_400,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.021277,third,3.488,1.0,0.0,0
inst_96e52852548dffba_401,0.033058,0.151,0.0,0.849,0.9468,0.0,0.0,0.008264,third,3.0255,0.898,0.041322,5
inst_232634a18c209f82_402,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.029412,third,3.08,0.6667,0.058824,4
inst_de47311560b6f33b_403,0.021739,0.039,0.0,0.961,0.128,0.0,0.0,0.021739,third,3.8616,0.8636,0.0,0
inst_d5a9ea16b854faa0_404,0.027523,0.155,0.126,0.719,0.2244,0.045872,0.0,0.0,first,3.1945,1.0,0.0,0
inst_4a1762fc9cc160ca_405,0.011364,0.173,0.0,0.827,0.9214,0.011364,0.056818,0.034091,second,2.9164,0.8919,0.045455,4
inst_a17b9f690c17094a_406,0.035714,0.1,0.0,0.9,0.802,0.011905,0.0,0.059524,third,3.2916,1.0,0.0,0
inst_d2ed99f9e2907f9c_407,0.032787,0.041,0.0,0.959,0.296,0.0,0.0,0.04918,third,2.7681,1.0,0.0,0
inst_0dd5245bdcb4b682_408,0.040541,0.043,0.048,0.909,-0.1027,0.013514,0.0,0.013514,first,3.362,0.9259,0.027027,2
